Agri-Park East SMP,Irrigation Zone 16" - 36",Soil Moisture 8",Soil Moisture 16",Soil Moisture 28",Soil Moisture 36",Soil Moisture 48",Soil Moisture 56",Pressure Switch - Calculated
5/28/2020 10:00:00 AM,212.69,63.18,79.18,79.59,53.93,68.68,87.74,1
5/28/2020 9:00:00 AM,213.25,63.75,79.67,79.67,53.92,68.68,87.73,1
5/28/2020 8:00:00 AM,213.66,64.22,80.04,79.71,53.91,68.69,87.74,1
5/28/2020 7:00:00 AM,213.95,64.6,80.29,79.77,53.9,68.67,87.76,1
5/28/2020 6:00:00 AM,214.01,64.8,80.35,79.77,53.89,68.67,87.76,1
5/28/2020 5:00:00 AM,213.99,64.88,80.35,79.76,53.88,68.65,87.77,1
5/28/2020 4:00:00 AM,213.97,65.02,80.34,79.75,53.88,68.65,87.79,1
5/28/2020 3:00:00 AM,213.94,65.13,80.34,79.74,53.86,68.64,87.8,1
5/28/2020 2:00:00 AM,213.92,65.21,80.33,79.74,53.85,68.64,87.81,1
5/28/2020 1:00:00 AM,213.86,65.3,80.28,79.72,53.85,68.62,87.82,1
5/28/2020 12:00:00 AM,213.84,65.36,80.29,79.71,53.84,68.62,87.83,1
5/27/2020 11:00:00 PM,213.79,65.42,80.26,79.7,53.83,68.6,87.84,0.75
5/27/2020 10:00:00 PM,213.73,65.44,80.22,79.69,53.82,68.61,87.85,1
5/27/2020 9:00:00 PM,213.7,65.47,80.2,79.68,53.82,68.59,87.88,1
5/27/2020 8:00:00 PM,213.72,65.45,80.2,79.68,53.83,68.58,87.89,1
5/27/2020 7:00:00 PM,213.78,65.46,80.25,79.71,53.83,68.58,87.89,1
5/27/2020 6:00:00 PM,214.03,65.64,80.44,79.76,53.83,68.57,87.88,1
5/27/2020 5:00:00 PM,214.56,66.04,80.82,79.89,53.85,68.57,87.85,1
5/27/2020 4:00:00 PM,215.24,66.61,81.36,80,53.88,68.58,87.82,0.75
5/27/2020 3:00:00 PM,216.03,67.28,82.01,80.13,53.9,68.61,87.79,0
5/27/2020 2:00:00 PM,216.83,67.96,82.69,80.24,53.9,68.62,87.76,0.5
5/27/2020 1:00:00 PM,217.63,68.6,83.35,80.36,53.93,68.63,87.74,1
5/27/2020 12:00:00 PM,218.39,69.23,84,80.46,53.93,68.62,87.69,1
5/27/2020 11:00:00 AM,219.11,69.85,84.62,80.57,53.93,68.63,87.71,1
5/27/2020 10:00:00 AM,219.78,70.4,85.18,80.66,53.94,68.64,87.68,1
5/27/2020 9:00:00 AM,220.27,70.86,85.61,80.74,53.93,68.64,87.68,1
5/27/2020 8:00:00 AM,220.62,71.21,85.89,80.81,53.92,68.62,87.68,1
5/27/2020 7:00:00 AM,220.8,71.45,86.05,80.85,53.9,68.62,87.7,1
5/27/2020 6:00:00 AM,220.83,71.57,86.06,80.87,53.9,68.6,87.72,1
5/27/2020 5:00:00 AM,220.82,71.65,86.07,80.87,53.88,68.62,87.72,1
5/27/2020 4:00:00 AM,220.81,71.73,86.06,80.87,53.88,68.59,87.73,1
5/27/2020 3:00:00 AM,220.76,71.79,86.02,80.88,53.86,68.6,87.76,1
5/27/2020 2:00:00 AM,220.71,71.86,85.99,80.88,53.84,68.6,87.75,1
5/27/2020 1:00:00 AM,220.66,71.89,85.94,80.88,53.84,68.59,87.76,1
5/27/2020 12:00:00 AM,220.61,71.94,85.91,80.88,53.83,68.59,87.77,1
5/26/2020 11:00:00 PM,220.53,71.95,85.84,80.88,53.81,68.58,87.79,1
5/26/2020 10:00:00 PM,220.46,71.95,85.78,80.88,53.8,68.59,87.8,1
5/26/2020 9:00:00 PM,220.41,71.95,85.73,80.88,53.79,68.57,87.82,1
5/26/2020 8:00:00 PM,220.32,71.9,85.65,80.88,53.79,68.57,87.83,1
5/26/2020 7:00:00 PM,220.24,71.86,85.58,80.87,53.79,68.56,87.84,1
5/26/2020 6:00:00 PM,220.22,71.9,85.54,80.9,53.78,68.56,87.84,1
5/26/2020 5:00:00 PM,220.36,72.07,85.65,80.93,53.78,68.55,87.83,1
5/26/2020 4:00:00 PM,220.77,72.44,85.94,81.04,53.79,68.56,87.81,1
5/26/2020 3:00:00 PM,221.23,72.92,86.3,81.13,53.8,68.57,87.79,1
5/26/2020 2:00:00 PM,221.82,73.48,86.75,81.26,53.81,68.59,87.76,1
5/26/2020 1:00:00 PM,222.42,73.96,87.18,81.41,53.83,68.58,87.74,1
5/26/2020 12:00:00 PM,222.99,74.39,87.6,81.57,53.82,68.59,87.73,1
5/26/2020 11:00:00 AM,223.52,74.72,87.99,81.72,53.82,68.59,87.71,1
5/26/2020 10:00:00 AM,224.04,75.03,88.34,81.87,53.82,68.59,87.71,1
5/26/2020 9:00:00 AM,224.52,75.33,88.71,82.01,53.8,68.57,87.72,1
5/26/2020 8:00:00 AM,224.91,75.61,89.01,82.11,53.78,68.58,87.73,1
5/26/2020 7:00:00 AM,225.21,75.86,89.23,82.19,53.79,68.57,87.74,1
5/26/2020 6:00:00 AM,225.3,76.02,89.32,82.22,53.76,68.58,87.75,1
5/26/2020 5:00:00 AM,225.38,76.16,89.39,82.25,53.74,68.57,87.76,1
5/26/2020 4:00:00 AM,225.47,76.33,89.46,82.29,53.72,68.57,87.77,1
5/26/2020 3:00:00 AM,225.58,76.49,89.56,82.32,53.7,68.57,87.79,1
5/26/2020 2:00:00 AM,225.73,76.68,89.69,82.36,53.68,68.55,87.8,1
5/26/2020 1:00:00 AM,225.83,76.89,89.77,82.41,53.65,68.55,87.8,1
5/26/2020 12:00:00 AM,225.98,77.09,89.88,82.47,53.63,68.56,87.81,1
5/25/2020 11:00:00 PM,226.13,77.31,89.99,82.53,53.61,68.55,87.83,1
5/25/2020 10:00:00 PM,226.36,77.52,90.15,82.63,53.59,68.55,87.83,1
5/25/2020 9:00:00 PM,227.38,77.77,91.11,82.71,53.57,68.55,87.85,1
5/25/2020 8:00:00 PM,227.63,78.05,91.27,82.81,53.55,68.54,87.85,1
5/25/2020 7:00:00 PM,227.74,78.44,91.29,82.91,53.54,68.55,87.87,1
5/25/2020 6:00:00 PM,227.86,79.16,91.28,83.08,53.51,68.54,87.87,1
5/25/2020 5:00:00 PM,228.21,80.82,91.32,83.4,53.5,68.55,87.86,1
5/25/2020 4:00:00 PM,228.72,85.24,91.37,83.86,53.49,68.57,87.85,1
5/25/2020 3:00:00 PM,229.14,90.8,91.43,84.23,53.48,68.59,87.83,1
5/25/2020 2:00:00 PM,229.25,91.35,91.51,84.26,53.48,68.59,87.82,1
5/25/2020 1:00:00 PM,228.83,91.36,91.59,83.76,53.48,68.6,87.8,1
5/25/2020 12:00:00 PM,228.56,91.38,91.69,83.38,53.48,68.62,87.79,1
5/25/2020 11:00:00 AM,228.17,91.39,91.82,82.88,53.47,68.62,87.78,1
5/25/2020 10:00:00 AM,227.84,91.43,91.96,82.4,53.48,68.62,87.79,1
5/25/2020 9:00:00 AM,226.61,91.31,92.15,80.98,53.48,68.64,87.8,1
5/25/2020 8:00:00 AM,223.64,83.54,92.23,77.92,53.49,68.65,87.8,1
5/25/2020 7:00:00 AM,221.53,74.84,92.02,76.02,53.5,68.65,87.82,1
5/25/2020 6:00:00 AM,220.16,73.66,91.44,75.22,53.5,68.64,87.83,1
5/25/2020 5:00:00 AM,219.18,72.04,90.47,75.22,53.49,68.65,87.84,1
5/25/2020 4:00:00 AM,217.28,70.14,88.49,75.31,53.49,68.65,87.86,1
5/25/2020 3:00:00 AM,212.62,68.48,83.78,75.36,53.48,68.65,87.88,1
5/25/2020 2:00:00 AM,209.44,67.44,80.56,75.4,53.48,68.65,87.88,1
5/25/2020 1:00:00 AM,209.23,66.97,80.32,75.42,53.48,68.64,87.89,1
5/25/2020 12:00:00 AM,209.16,66.78,80.23,75.45,53.48,68.65,87.9,1
5/24/2020 11:00:00 PM,209.11,66.61,80.16,75.47,53.48,68.65,87.92,1
5/24/2020 10:00:00 PM,209.1,66.41,80.12,75.5,53.48,68.65,87.94,1
5/24/2020 9:00:00 PM,209.08,66.17,80.08,75.52,53.48,68.64,87.95,1
5/24/2020 8:00:00 PM,209.09,65.89,80.06,75.55,53.48,68.63,87.96,1
5/24/2020 7:00:00 PM,209.23,65.64,80.14,75.6,53.48,68.64,87.95,1
5/24/2020 6:00:00 PM,209.57,65.5,80.37,75.69,53.51,68.62,87.94,1
5/24/2020 5:00:00 PM,210.13,65.51,80.79,75.81,53.54,68.62,87.94,1
5/24/2020 4:00:00 PM,210.86,65.88,81.34,75.96,53.57,68.64,87.93,1
5/24/2020 3:00:00 PM,211.69,66.39,82,76.1,53.59,68.65,87.9,1
5/24/2020 2:00:00 PM,212.6,66.98,82.74,76.24,53.63,68.64,87.88,1
5/24/2020 1:00:00 PM,213.45,67.53,83.42,76.38,53.65,68.65,87.87,1
5/24/2020 12:00:00 PM,214.22,68.07,84.06,76.5,53.66,68.65,87.85,1
5/24/2020 11:00:00 AM,214.82,68.49,84.55,76.6,53.67,68.64,87.87,1
5/24/2020 10:00:00 AM,215.29,68.84,84.93,76.69,53.67,68.65,87.86,1
5/24/2020 9:00:00 AM,215.71,69.18,85.25,76.78,53.68,68.63,87.87,1
5/24/2020 8:00:00 AM,215.95,69.48,85.44,76.84,53.67,68.62,87.88,1
5/24/2020 7:00:00 AM,216.07,69.68,85.51,76.89,53.67,68.62,87.9,1
5/24/2020 6:00:00 AM,216.11,69.8,85.52,76.91,53.68,68.62,87.91,1
5/24/2020 5:00:00 AM,216.12,69.9,85.52,76.92,53.67,68.61,87.92,1
5/24/2020 4:00:00 AM,216.09,69.99,85.49,76.93,53.67,68.6,87.94,1
5/24/2020 3:00:00 AM,216.09,70.08,85.48,76.94,53.67,68.59,87.95,1
5/24/2020 2:00:00 AM,216.09,70.14,85.46,76.97,53.67,68.6,87.97,1
5/24/2020 1:00:00 AM,216.08,70.2,85.42,76.98,53.67,68.59,87.97,1
5/24/2020 12:00:00 AM,216.04,70.25,85.38,76.99,53.67,68.57,87.99,1
5/23/2020 11:00:00 PM,216.03,70.28,85.35,77.01,53.67,68.58,88,1
5/23/2020 10:00:00 PM,216.02,70.29,85.31,77.03,53.68,68.57,88.01,1
5/23/2020 9:00:00 PM,215.98,70.28,85.25,77.04,53.69,68.56,88.03,1
5/23/2020 8:00:00 PM,215.96,70.23,85.21,77.06,53.69,68.56,88.04,1
5/23/2020 7:00:00 PM,215.93,70.17,85.17,77.07,53.69,68.55,88.06,1
5/23/2020 6:00:00 PM,216.03,70.22,85.23,77.11,53.69,68.54,88.06,1
5/23/2020 5:00:00 PM,216.35,70.44,85.46,77.19,53.7,68.54,88.06,1
5/23/2020 4:00:00 PM,216.78,70.78,85.78,77.29,53.71,68.54,88.08,1
5/23/2020 3:00:00 PM,217.27,71.23,86.13,77.41,53.72,68.52,88.07,1
5/23/2020 2:00:00 PM,217.82,71.72,86.52,77.56,53.74,68.53,88.06,1
5/23/2020 1:00:00 PM,218.38,72.22,86.91,77.7,53.77,68.53,88.04,1
5/23/2020 12:00:00 PM,218.96,72.72,87.31,77.87,53.78,68.52,88.05,1
5/23/2020 11:00:00 AM,219.48,73.16,87.66,78.03,53.79,68.52,88.05,1
5/23/2020 10:00:00 AM,219.98,73.56,88,78.18,53.8,68.52,88.06,1
5/23/2020 9:00:00 AM,220.46,73.94,88.32,78.33,53.81,68.51,88.06,1
5/23/2020 8:00:00 AM,220.94,74.36,88.64,78.47,53.83,68.51,88.08,1
5/23/2020 7:00:00 AM,221.31,74.7,88.9,78.58,53.83,68.48,88.09,1
5/23/2020 6:00:00 AM,221.55,75,89.09,78.63,53.83,68.49,88.1,1
5/23/2020 5:00:00 AM,221.68,75.22,89.21,78.63,53.83,68.47,88.12,1
5/23/2020 4:00:00 AM,221.82,75.48,89.33,78.65,53.84,68.46,88.14,1
5/23/2020 3:00:00 AM,221.95,75.74,89.44,78.67,53.84,68.45,88.15,1
5/23/2020 2:00:00 AM,222.08,76.02,89.56,78.68,53.84,68.44,88.16,1
5/23/2020 1:00:00 AM,222.21,76.31,89.69,78.68,53.84,68.44,88.19,1
5/23/2020 12:00:00 AM,222.38,76.63,89.83,78.7,53.85,68.44,88.2,1
5/22/2020 11:00:00 PM,222.6,76.99,90.04,78.71,53.86,68.43,88.22,1
5/22/2020 10:00:00 PM,222.8,77.41,90.24,78.7,53.87,68.42,88.23,1
5/22/2020 9:00:00 PM,223.19,77.91,90.65,78.67,53.88,68.42,88.26,1
5/22/2020 8:00:00 PM,223.23,78.43,90.7,78.65,53.88,68.41,88.28,1
5/22/2020 7:00:00 PM,223.26,79.21,90.77,78.6,53.89,68.4,88.28,1
5/22/2020 6:00:00 PM,223.33,80.76,90.83,78.61,53.89,68.39,88.29,1
5/22/2020 5:00:00 PM,223.45,84.3,90.89,78.64,53.92,68.39,88.3,1
5/22/2020 4:00:00 PM,223.52,89.45,90.93,78.66,53.93,68.41,88.3,1
5/22/2020 3:00:00 PM,223.57,92.17,90.97,78.63,53.97,68.4,88.31,1
5/22/2020 2:00:00 PM,223.58,92.26,91.05,78.53,54,68.4,88.31,1
5/22/2020 1:00:00 PM,223.61,92.29,91.11,78.47,54.03,68.4,88.3,1
5/22/2020 12:00:00 PM,223.7,92.33,91.16,78.48,54.06,68.41,88.3,1
5/22/2020 11:00:00 AM,223.82,92.36,91.23,78.49,54.1,68.42,88.31,1
5/22/2020 10:00:00 AM,223.93,92.39,91.24,78.55,54.13,68.41,88.32,1
5/22/2020 9:00:00 AM,224.29,92.44,91.26,78.87,54.16,68.42,88.34,1
5/22/2020 8:00:00 AM,224.79,92.5,91.4,79.19,54.2,68.39,88.36,1
5/22/2020 7:00:00 AM,225.06,92.64,91.54,79.27,54.24,68.4,88.39,1
5/22/2020 6:00:00 AM,225,92.88,91.68,79.05,54.27,68.41,88.41,1
5/22/2020 5:00:00 AM,223.47,93.14,91.57,77.59,54.31,68.39,88.44,1
5/22/2020 4:00:00 AM,222.83,93.41,91.1,77.39,54.35,68.39,88.46,1
5/22/2020 3:00:00 AM,223.73,93.59,91.34,78,54.39,68.39,88.47,1
5/22/2020 2:00:00 AM,224.26,92.91,91.67,78.15,54.44,68.41,88.5,1
5/22/2020 1:00:00 AM,223.05,90.54,92.11,76.41,54.53,68.43,88.53,1
5/22/2020 12:00:00 AM,208.21,83.59,91.89,61.7,54.62,68.67,88.58,1
5/21/2020 11:00:00 PM,178.98,80.24,64.79,59.47,54.72,68.89,88.67,1
5/21/2020 10:00:00 PM,171.9,75.68,57.61,59.54,54.75,68.88,88.69,1
5/21/2020 9:00:00 PM,171.85,70.26,57.49,59.59,54.78,68.84,88.72,1
5/21/2020 8:00:00 PM,171.92,58.4,57.44,59.67,54.81,68.8,88.75,1
5/21/2020 7:00:00 PM,172.08,48.42,57.47,59.75,54.87,68.75,88.73,1
5/21/2020 6:00:00 PM,172.29,45.88,57.51,59.83,54.94,68.72,88.69,1
5/21/2020 5:00:00 PM,172.7,44.32,57.65,60.02,55.04,68.75,88.66,1
5/21/2020 4:00:00 PM,173.06,44.03,57.76,60.18,55.12,68.82,88.6,1
5/21/2020 3:00:00 PM,173.36,44.04,57.88,60.28,55.19,68.87,88.52,1
5/21/2020 2:00:00 PM,173.7,44.06,58.03,60.41,55.26,68.94,88.46,1
5/21/2020 1:00:00 PM,174.13,44.12,58.2,60.57,55.37,69.03,88.4,1
5/21/2020 12:00:00 PM,174.48,44.17,58.34,60.69,55.45,69.1,88.33,1
5/21/2020 11:00:00 AM,174.77,44.23,58.45,60.79,55.53,69.19,88.29,1
5/21/2020 10:00:00 AM,175.03,44.27,58.55,60.88,55.59,69.28,88.23,1
5/21/2020 9:00:00 AM,175.23,44.33,58.62,60.94,55.66,69.36,88.21,1
5/21/2020 8:00:00 AM,175.32,44.39,58.64,60.98,55.7,69.4,88.2,1
5/21/2020 7:00:00 AM,175.36,44.45,58.65,60.99,55.72,69.4,88.23,1
5/21/2020 6:00:00 AM,175.36,44.51,58.64,61,55.71,69.37,88.25,1
5/21/2020 5:00:00 AM,175.38,44.56,58.64,61.01,55.72,69.37,88.26,1
5/21/2020 4:00:00 AM,175.36,44.61,58.62,61.01,55.72,69.33,88.29,1
5/21/2020 3:00:00 AM,175.38,44.65,58.62,61.03,55.72,69.33,88.3,1
5/21/2020 2:00:00 AM,175.38,44.68,58.59,61.05,55.74,69.3,88.32,1
5/21/2020 1:00:00 AM,175.39,44.71,58.59,61.07,55.74,69.29,88.35,1
5/21/2020 12:00:00 AM,175.38,44.72,58.55,61.07,55.75,69.25,88.36,1
5/20/2020 11:00:00 PM,175.38,44.76,58.54,61.09,55.75,69.23,88.4,1
5/20/2020 10:00:00 PM,175.4,44.75,58.51,61.13,55.77,69.21,88.41,1
5/20/2020 9:00:00 PM,175.41,44.74,58.5,61.14,55.78,69.17,88.42,1
5/20/2020 8:00:00 PM,175.46,44.69,58.49,61.18,55.79,69.12,88.43,1
5/20/2020 7:00:00 PM,175.53,44.61,58.5,61.23,55.81,69.1,88.41,1
5/20/2020 6:00:00 PM,175.69,44.54,58.52,61.3,55.87,69.09,88.38,1
5/20/2020 5:00:00 PM,175.92,44.49,58.59,61.4,55.94,69.09,88.34,1
5/20/2020 4:00:00 PM,176.18,44.46,58.68,61.5,56.01,69.12,88.29,1
5/20/2020 3:00:00 PM,176.47,44.5,58.77,61.62,56.09,69.16,88.25,1
5/20/2020 2:00:00 PM,176.79,44.54,58.88,61.74,56.17,69.22,88.19,1
5/20/2020 1:00:00 PM,177.11,44.6,59,61.86,56.25,69.27,88.14,1
5/20/2020 12:00:00 PM,177.4,44.65,59.1,61.96,56.33,69.35,88.08,1
5/20/2020 11:00:00 AM,177.62,44.68,59.18,62.04,56.39,69.4,88.05,1
5/20/2020 10:00:00 AM,177.79,44.72,59.24,62.12,56.43,69.47,88.01,1
5/20/2020 9:00:00 AM,177.92,44.76,59.27,62.16,56.49,69.5,87.98,1
5/20/2020 8:00:00 AM,178.02,44.81,59.3,62.2,56.52,69.52,87.98,1
5/20/2020 7:00:00 AM,178.04,44.87,59.3,62.21,56.53,69.53,88,1
5/20/2020 6:00:00 AM,178.06,44.9,59.29,62.23,56.54,69.51,88,1
5/20/2020 5:00:00 AM,178.09,44.95,59.31,62.24,56.54,69.51,88.02,1
5/20/2020 4:00:00 AM,178.1,44.98,59.3,62.26,56.54,69.48,88.03,1
5/20/2020 3:00:00 AM,178.1,45.03,59.29,62.27,56.55,69.47,88.04,1
5/20/2020 2:00:00 AM,178.12,45.06,59.28,62.29,56.55,69.45,88.05,1
5/20/2020 1:00:00 AM,178.14,45.09,59.26,62.31,56.57,69.44,88.08,1
5/20/2020 12:00:00 AM,178.15,45.11,59.24,62.33,56.58,69.41,88.1,1
5/19/2020 11:00:00 PM,178.17,45.12,59.23,62.35,56.59,69.38,88.11,1
5/19/2020 10:00:00 PM,178.21,45.14,59.22,62.39,56.59,69.36,88.12,1
5/19/2020 9:00:00 PM,178.21,45.11,59.2,62.4,56.61,69.33,88.14,1
5/19/2020 8:00:00 PM,178.27,45.08,59.2,62.44,56.63,69.3,88.14,1
5/19/2020 7:00:00 PM,178.35,45.02,59.21,62.48,56.65,69.27,88.14,1
5/19/2020 6:00:00 PM,178.47,44.98,59.23,62.54,56.69,69.25,88.12,1
5/19/2020 5:00:00 PM,178.62,44.94,59.26,62.62,56.74,69.26,88.11,1
5/19/2020 4:00:00 PM,178.82,44.92,59.31,62.7,56.81,69.24,88.07,1
5/19/2020 3:00:00 PM,179.1,44.92,59.4,62.82,56.88,69.27,88.01,1
5/19/2020 2:00:00 PM,179.36,44.96,59.49,62.92,56.95,69.31,87.96,1
5/19/2020 1:00:00 PM,179.61,44.99,59.58,63.01,57.02,69.38,87.91,1
5/19/2020 12:00:00 PM,179.88,45.05,59.69,63.1,57.09,69.45,87.86,1
5/19/2020 11:00:00 AM,180.09,45.08,59.76,63.19,57.14,69.5,87.85,1
5/19/2020 10:00:00 AM,180.22,45.09,59.8,63.22,57.19,69.54,87.83,1
5/19/2020 9:00:00 AM,180.31,45.11,59.83,63.26,57.22,69.54,87.82,1
5/19/2020 8:00:00 AM,180.36,45.13,59.85,63.28,57.23,69.54,87.84,1
5/19/2020 7:00:00 AM,180.4,45.16,59.87,63.3,57.23,69.53,87.86,1
5/19/2020 6:00:00 AM,180.39,45.18,59.85,63.3,57.23,69.53,87.87,1
5/19/2020 5:00:00 AM,180.43,45.2,59.87,63.32,57.24,69.51,87.88,1
5/19/2020 4:00:00 AM,180.45,45.26,59.88,63.33,57.24,69.49,87.89,1
5/19/2020 3:00:00 AM,180.47,45.29,59.88,63.35,57.25,69.47,87.92,1
5/19/2020 2:00:00 AM,180.5,45.33,59.88,63.37,57.25,69.46,87.94,1
5/19/2020 1:00:00 AM,180.53,45.38,59.89,63.39,57.25,69.44,87.95,1
5/19/2020 12:00:00 AM,180.54,45.4,59.88,63.4,57.25,69.43,87.96,1
5/18/2020 11:00:00 PM,180.55,45.44,59.88,63.41,57.26,69.4,87.98,1
5/18/2020 10:00:00 PM,180.57,45.46,59.88,63.43,57.26,69.38,88,1
5/18/2020 9:00:00 PM,180.59,45.47,59.88,63.46,57.26,69.35,88.02,1
5/18/2020 8:00:00 PM,180.62,45.5,59.88,63.47,57.27,69.33,88.04,1
5/18/2020 7:00:00 PM,180.65,45.49,59.88,63.5,57.27,69.29,88.06,1
5/18/2020 6:00:00 PM,180.67,45.47,59.88,63.52,57.27,69.26,88.07,1
5/18/2020 5:00:00 PM,180.77,45.4,59.9,63.56,57.3,69.24,88.06,1
5/18/2020 4:00:00 PM,180.93,45.38,59.93,63.64,57.36,69.2,88.01,1
5/18/2020 3:00:00 PM,181.17,45.43,60.01,63.75,57.41,69.24,87.97,1
5/18/2020 2:00:00 PM,181.44,45.5,60.12,63.85,57.48,69.29,87.94,1
5/18/2020 1:00:00 PM,181.68,45.56,60.2,63.95,57.53,69.34,87.91,1
5/18/2020 12:00:00 PM,181.83,45.58,60.24,64.01,57.58,69.34,87.89,1
5/18/2020 11:00:00 AM,182.03,45.62,60.31,64.08,57.64,69.38,87.86,1
5/18/2020 10:00:00 AM,182.2,45.65,60.37,64.15,57.67,69.42,87.85,1
5/18/2020 9:00:00 AM,182.33,45.7,60.41,64.21,57.71,69.43,87.85,1
5/18/2020 8:00:00 AM,182.38,45.74,60.43,64.22,57.72,69.43,87.85,1
5/18/2020 7:00:00 AM,182.4,45.78,60.44,64.23,57.73,69.43,87.87,1
5/18/2020 6:00:00 AM,182.4,45.82,60.44,64.25,57.72,69.4,87.88,1
5/18/2020 5:00:00 AM,182.46,45.84,60.46,64.27,57.74,69.38,87.9,1
5/18/2020 4:00:00 AM,182.49,45.86,60.46,64.29,57.75,69.37,87.92,1
5/18/2020 3:00:00 AM,182.5,45.86,60.45,64.31,57.74,69.35,87.93,1
5/18/2020 2:00:00 AM,182.5,45.87,60.44,64.33,57.74,69.32,87.94,1
5/18/2020 1:00:00 AM,182.54,45.9,60.45,64.35,57.74,69.3,87.94,1
5/18/2020 12:00:00 AM,182.58,45.94,60.44,64.39,57.75,69.27,87.97,1
5/17/2020 11:00:00 PM,182.6,45.97,60.45,64.4,57.75,69.24,87.99,1
5/17/2020 10:00:00 PM,182.66,45.97,60.44,64.44,57.77,69.21,88,1
5/17/2020 9:00:00 PM,182.72,45.98,60.45,64.47,57.79,69.17,88.02,1
5/17/2020 8:00:00 PM,182.8,45.99,60.45,64.54,57.82,69.12,88.02,1
5/17/2020 7:00:00 PM,182.93,45.98,60.47,64.6,57.86,69.1,88,1
5/17/2020 6:00:00 PM,183.13,45.99,60.54,64.69,57.9,69.09,87.97,1
5/17/2020 5:00:00 PM,183.46,46.04,60.65,64.82,57.99,69.09,87.92,1
5/17/2020 4:00:00 PM,183.86,46.14,60.81,64.97,58.07,69.14,87.87,1
5/17/2020 3:00:00 PM,184.27,46.24,60.99,65.11,58.17,69.19,87.81,1
5/17/2020 2:00:00 PM,184.66,46.38,61.17,65.25,58.25,69.27,87.76,1
5/17/2020 1:00:00 PM,185.08,46.55,61.37,65.37,58.34,69.35,87.71,1
5/17/2020 12:00:00 PM,185.45,46.68,61.54,65.49,58.42,69.43,87.67,1
5/17/2020 11:00:00 AM,185.73,46.82,61.67,65.58,58.48,69.51,87.65,1
5/17/2020 10:00:00 AM,185.87,46.91,61.73,65.63,58.51,69.55,87.66,1
5/17/2020 9:00:00 AM,185.91,46.96,61.75,65.65,58.51,69.53,87.66,1
5/17/2020 8:00:00 AM,185.96,46.99,61.76,65.67,58.53,69.53,87.66,1
5/17/2020 7:00:00 AM,185.98,47.02,61.76,65.68,58.53,69.51,87.7,1
5/17/2020 6:00:00 AM,186.01,47.07,61.77,65.7,58.54,69.5,87.7,1
5/17/2020 5:00:00 AM,186.03,47.06,61.76,65.72,58.54,69.48,87.73,1
5/17/2020 4:00:00 AM,186.05,47.11,61.77,65.73,58.54,69.47,87.74,1
5/17/2020 3:00:00 AM,186.08,47.14,61.76,65.76,58.55,69.44,87.75,1
5/17/2020 2:00:00 AM,186.1,47.15,61.75,65.79,58.56,69.42,87.77,1
5/17/2020 1:00:00 AM,186.11,47.17,61.74,65.81,58.56,69.4,87.79,1
5/17/2020 12:00:00 AM,186.14,47.19,61.74,65.83,58.57,69.38,87.82,1
5/16/2020 11:00:00 PM,186.16,47.2,61.72,65.86,58.58,69.35,87.84,1
5/16/2020 10:00:00 PM,186.18,47.19,61.7,65.9,58.59,69.32,87.85,1
5/16/2020 9:00:00 PM,186.2,47.18,61.69,65.92,58.58,69.29,87.85,1
5/16/2020 8:00:00 PM,186.23,47.14,61.7,65.96,58.57,69.25,87.85,1
5/16/2020 7:00:00 PM,186.34,47.14,61.71,66.03,58.61,69.22,87.85,1
5/16/2020 6:00:00 PM,186.46,47.13,61.74,66.09,58.63,69.18,87.83,1
5/16/2020 5:00:00 PM,186.77,47.15,61.83,66.22,58.71,69.16,87.79,1
5/16/2020 4:00:00 PM,187.17,47.25,62,66.37,58.8,69.21,87.73,1
5/16/2020 3:00:00 PM,187.64,47.38,62.2,66.54,58.9,69.26,87.67,1
5/16/2020 2:00:00 PM,188.16,47.55,62.46,66.7,59,69.32,87.64,1
5/16/2020 1:00:00 PM,188.74,47.76,62.76,66.88,59.1,69.4,87.58,1
5/16/2020 12:00:00 PM,189.27,47.97,63.04,67.05,59.19,69.48,87.54,1
5/16/2020 11:00:00 AM,189.73,48.17,63.26,67.19,59.28,69.56,87.51,1
5/16/2020 10:00:00 AM,190.08,48.33,63.44,67.31,59.34,69.63,87.47,1
5/16/2020 9:00:00 AM,190.33,48.49,63.57,67.38,59.38,69.67,87.46,1
5/16/2020 8:00:00 AM,190.51,48.61,63.66,67.44,59.41,69.69,87.46,1
5/16/2020 7:00:00 AM,190.62,48.7,63.71,67.48,59.43,69.69,87.46,1
5/16/2020 6:00:00 AM,190.66,48.77,63.72,67.51,59.44,69.67,87.47,1
5/16/2020 5:00:00 AM,190.69,48.81,63.72,67.52,59.45,69.67,87.49,1
5/16/2020 4:00:00 AM,190.73,48.83,63.72,67.55,59.45,69.65,87.5,1
5/16/2020 3:00:00 AM,190.76,48.9,63.72,67.58,59.45,69.63,87.51,1
5/16/2020 2:00:00 AM,190.77,48.92,63.71,67.6,59.46,69.63,87.52,1
5/16/2020 1:00:00 AM,190.8,48.98,63.69,67.64,59.47,69.6,87.54,1
5/16/2020 12:00:00 AM,190.81,48.97,63.67,67.67,59.47,69.59,87.55,1
5/15/2020 11:00:00 PM,190.84,49,63.66,67.69,59.49,69.56,87.57,1
5/15/2020 10:00:00 PM,190.89,49.01,63.65,67.73,59.51,69.54,87.57,1
5/15/2020 9:00:00 PM,190.93,49.02,63.63,67.77,59.53,69.51,87.6,1
